2 ;   2 ;   
9 ;   12 ;   
36 ;   47 ;   
37 ;   48 ;   
45 ;   53 ;   
49 ;   61 ;   
57 ;   75 ;   
72 ;   82 ;   
97 ;   100 ;   
99 ;   101 ;   
104 ;   106 ;   
106 ;   116 ;   
116 ;   119 ;   
118 ;   122 ;   
125 ;   129 ;   
128 ;   133 ;   
129 ;   134 ;   
130 ;   136 ;   
131 ;   137 ;   
132 ;   139 ;   
137 ;   141 ;   
138 ;   141 ;   
139 ;   145 ;   
139 ;   148 ;   
141 ;   149 ;   
155 ;   152 ;   
157 ;   153 ;   
172 ;   163 ;   
219 ;   211 ;   
238 ;   226 ;   
249 ;   237 ;   
264 ;   244 ;   
268 ;   246 ;   
268 ;   246 ;   
268 ;   246 ;   
270 ;   248 ;   
270 ;   250 ;   
270 ;   254 ;   
277 ;   256 ;   
303 ;   270 ;   
322 ;   282 ;   
323 ;   283 ;   
337 ;   288 ;   
343 ;   292 ;   
344 ;   300 ;   
346 ;   301 ;   
354 ;   305 ;   
354 ;   307 ;   
361 ;   319 ;   
365 ;   330 ;   
378 ;   345 ;   
397 ;   364 ;   
415 ;   380 ;   
420 ;   387 ;   
426 ;   399 ;   
433 ;   402 ;   
450 ;   426 ;   
482 ;   451 ;   
483 ;   452 ;   
505 ;   474 ;   
514 ;   486 ;   
514 ;   487 ;   
532 ;   506 ;   
536 ;   511 ;   
540 ;   515 ;   
545 ;   517 ;   
564 ;   538 ;   
564 ;   539 ;   
599 ;   566 ;   
635 ;   591 ;   
640 ;   594 ;   
668 ;   616 ;   
678 ;   630 ;   
686 ;   639 ;   
688 ;   639 ;   
691 ;   646 ;   
730 ;   682 ;   
733 ;   685 ;   
747 ;   698 ;   
747 ;   700 ;   
766 ;   712 ;   
771 ;   718 ;   
777 ;   724 ;   
795 ;   734 ;   
795 ;   737 ;   
805 ;   749 ;   
823 ;   753 ;   
825 ;   756 ;   
833 ;   762 ;   
835 ;   764 ;   
842 ;   766 ;   
848 ;   769 ;   
851 ;   774 ;   
865 ;   786 ;   
866 ;   786 ;   
887 ;   809 ;   
935 ;   864 ;   
940 ;   866 ;   
941 ;   866 ;   
942 ;   866 ;   
943 ;   866 ;   
944 ;   866 ;   
947 ;   866 ;   
947 ;   866 ;   
947 ;   866 ;   
947 ;   866 ;   
948 ;   866 ;   
948 ;   866 ;   
951 ;   870 ;   
968 ;   887 ;   
973 ;   890 ;   
975 ;   890 ;   
981 ;   893 ;   
981 ;   895 ;   
981 ;   896 ;   
981 ;   900 ;   
981 ;   902 ;   
981 ;   902 ;   
982 ;   909 ;   
982 ;   912 ;   
983 ;   912 ;   
1006 ;   939 ;   
1008 ;   945 ;   
1023 ;   961 ;   
1026 ;   973 ;   
1038 ;   986 ;   
1045 ;   997 ;   
1050 ;   1000 ;   
1068 ;   1008 ;   
1071 ;   1013 ;   
1072 ;   1014 ;   
1086 ;   1024 ;   
1093 ;   1035 ;   
1096 ;   1036 ;   
1108 ;   1057 ;   
1110 ;   1061 ;   
1110 ;   1061 ;   
1117 ;   1067 ;   
1121 ;   1073 ;   
1122 ;   1073 ;   
1143 ;   1088 ;   
