3 ;   4 ;   
3 ;   4 ;   
3 ;   4 ;   
4 ;   10 ;   
11 ;   10 ;   
11 ;   10 ;   
11 ;   10 ;   
11 ;   10 ;   
11 ;   10 ;   
24 ;   24 ;   
24 ;   26 ;   
24 ;   26 ;   
24 ;   26 ;   
24 ;   26 ;   
24 ;   26 ;   
24 ;   26 ;   
24 ;   26 ;   
24 ;   27 ;   
25 ;   28 ;   
25 ;   28 ;   
30 ;   31 ;   
30 ;   31 ;   
30 ;   31 ;   
31 ;   38 ;   
31 ;   38 ;   
31 ;   38 ;   
31 ;   38 ;   
42 ;   38 ;   
42 ;   38 ;   
42 ;   38 ;   
42 ;   38 ;   
42 ;   38 ;   
42 ;   38 ;   
42 ;   38 ;   
42 ;   38 ;   
42 ;   38 ;   
42 ;   38 ;   
42 ;   38 ;   
42 ;   38 ;   
42 ;   38 ;   
42 ;   38 ;   
55 ;   44 ;   
55 ;   44 ;   
55 ;   49 ;   
55 ;   49 ;   
55 ;   49 ;   
55 ;   49 ;   
55 ;   49 ;   
55 ;   49 ;   
55 ;   49 ;   
55 ;   49 ;   
55 ;   49 ;   
55 ;   49 ;   
57 ;   54 ;   
57 ;   54 ;   
57 ;   54 ;   
57 ;   54 ;   
57 ;   54 ;   
57 ;   54 ;   
57 ;   54 ;   
66 ;   54 ;   
66 ;   54 ;   
66 ;   54 ;   
66 ;   54 ;   
66 ;   54 ;   
66 ;   54 ;   
66 ;   54 ;   
66 ;   54 ;   
66 ;   54 ;   
66 ;   54 ;   
66 ;   54 ;   
66 ;   54 ;   
66 ;   54 ;   
66 ;   54 ;   
66 ;   54 ;   
66 ;   54 ;   
66 ;   54 ;   
68 ;   56 ;   
68 ;   56 ;   
68 ;   56 ;   
68 ;   56 ;   
68 ;   56 ;   
68 ;   56 ;   
68 ;   56 ;   
68 ;   62 ;   
68 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
70 ;   62 ;   
72 ;   64 ;   
72 ;   64 ;   
74 ;   64 ;   
74 ;   64 ;   
74 ;   64 ;   
74 ;   64 ;   
74 ;   64 ;   
74 ;   64 ;   
74 ;   64 ;   
74 ;   64 ;   
74 ;   64 ;   
77 ;   65 ;   
78 ;   65 ;   
78 ;   65 ;   
81 ;   69 ;   
81 ;   69 ;   
81 ;   69 ;   
81 ;   69 ;   
81 ;   69 ;   
82 ;   69 ;   
82 ;   69 ;   
82 ;   69 ;   
82 ;   69 ;   
82 ;   69 ;   
82 ;   69 ;   
82 ;   71 ;   
84 ;   73 ;   
91 ;   73 ;   
93 ;   76 ;   
